opcode_hex,signed_opcode,handler,handler_code_off,branch_read_sequence,handler_direct_read_sequence,request_candidate_minus_0x7000,request_candidate_minus_0x8000
0xe272,-7566,Lu/e;->g(Ljava/lang/String;)V,0x45b404,,0000:readByte(Ljava/lang/String;)B,0x7272,0x6272 测试分享-------------：分享成功@u/e->d
0xe273,-7565,LscriptPages/data/g;->k4(Ljava/lang/String;)V,0x2879b0,,000c:readShort(Ljava/lang/String;)S || 0030:readShort(Ljava/lang/String;)S || 0040:readInt(Ljava/lang/String;)I || 0052:readShort(Ljava/lang/String;)S || 0074:readShort(Ljava/lang/String;)S || 0084:readUTF(Ljava/lang/String;)Ljava/lang/String; || 009e:readByte(Ljava/lang/String;)B || 00b8:readLong(Ljava/lang/String;)J || 00c0:readLong(Ljava/lang/String;)J || 00e2:readLong(Ljava/lang/String;)J || 00ea:readLong(Ljava/lang/String;)J || 011c:readShort(Ljava/lang/String;)S || 0128:readShort(Ljava/lang/String;)S || 0134:readShort(Ljava/lang/String;)S || 01d8:readByte(Ljava/lang/String;)B || 01e4:readShort(Ljava/lang/String;)S || 01f4:readShort(Ljava/lang/String;)S || 0200:readShort(Ljava/lang/String;)S || 025a:readLong(Ljava/lang/String;)J || 0266:readShort(Ljava/lang/String;)S || 0272:readUTF(Ljava/lang/String;)Ljava/lang/String; || 027e:readShort(Ljava/lang/String;)S || 028a:readInt(Ljava/lang/String;)I || 0296:readInt(Ljava/lang/String;)I || 02a2:readLong(Ljava/lang/String;)J || 02ae:readUTF(Ljava/lang/String;)Ljava/lang/String; || 02ba:readUTF(Ljava/lang/String;)Ljava/lang/String; || 02c6:readLong(Ljava/lang/String;)J || 02d2:readLong(Ljava/lang/String;)J || 02de:readLong(Ljava/lang/String;)J || 02ea:readLong(Ljava/lang/String;)J || 02f6:readShort(Ljava/lang/String;)S || 0302:readShort(Ljava/lang/String;)S || 030e:readByte(Ljava/lang/String;)B,0x7273,0x6273
0xe274,-7564,LscriptPages/data/g;->D4(Ljava/lang/String;)V,0x288b34,,000c:readInt(Ljava/lang/String;)I || 0018:readUTF(Ljava/lang/String;)Ljava/lang/String; || 002c:readInt(Ljava/lang/String;)I || 0048:readLong(Ljava/lang/String;)J || 0054:readShort(Ljava/lang/String;)S || 0096:readLong(Ljava/lang/String;)J || 00a6:readShort(Ljava/lang/String;)S || 00b6:readUTF(Ljava/lang/String;)Ljava/lang/String; || 00c6:readShort(Ljava/lang/String;)S || 00d6:readInt(Ljava/lang/String;)I || 00e6:readInt(Ljava/lang/String;)I,0x7274,0x6274
0xe275,-7563,LscriptPages/data/g;->l4(Ljava/lang/String;)V,0x287d64,,000c:readUTF(Ljava/lang/String;)Ljava/lang/String;,0x7275,0x6275 di_联网数据载入中@scriptPages/data/g->O4
0xe276,-7562,LscriptPages/data/g;->j4(Ljava/lang/String;)V,0x2878b8,,000c:readInt(Ljava/lang/String;)I || 0018:readUTF(Ljava/lang/String;)Ljava/lang/String; || 0028:readLong(Ljava/lang/String;)J || 0034:readShort(Ljava/lang/String;)S || 0076:readLong(Ljava/lang/String;)J || 0086:readShort(Ljava/lang/String;)S || 0096:readUTF(Ljava/lang/String;)Ljava/lang/String; || 00a6:readShort(Ljava/lang/String;)S || 00b6:readInt(Ljava/lang/String;)I || 00c6:readInt(Ljava/lang/String;)I,0x7276,0x6276
0xe277,-7561,LscriptPages/data/g;->h4(Ljava/lang/String;)V,0x287744,,000c:readInt(Ljava/lang/String;)I || 0012:readUTF(Ljava/lang/String;)Ljava/lang/String; || 001e:readShort(Ljava/lang/String;)S || 002a:readShort(Ljava/lang/String;)S || 0036:readShort(Ljava/lang/String;)S,0x7277,0x6277 di_请求中@scriptPages/data/g->O4
0xe278,-7560,LscriptPages/data/g;->g4(Ljava/lang/String;)V,0x2876e8,,000c:readByte(Ljava/lang/String;)B || 0012:readUTF(Ljava/lang/String;)Ljava/lang/String; || 001e:readShort(Ljava/lang/String;)S || 002a:readInt(Ljava/lang/String;)I || 0036:readInt(Ljava/lang/String;)I || 003c:readInt(Ljava/lang/String;)I,0x7278,0x6278
0xe279,-7559,LscriptPages/data/g;->p4(Ljava/lang/String;)V,0x287f50,,000c:readByte(Ljava/lang/String;)B || 0018:readUTF(Ljava/lang/String;)Ljava/lang/String; || 0024:readLong(Ljava/lang/String;)J || 0030:readLong(Ljava/lang/String;)J || 003c:readInt(Ljava/lang/String;)I || 0048:readShort(Ljava/lang/String;)S || 0054:readShort(Ljava/lang/String;)S || 0060:readByte(Ljava/lang/String;)B || 00a2:readShort(Ljava/lang/String;)S || 00b2:readShort(Ljava/lang/String;)S || 00c2:readInt(Ljava/lang/String;)I || 00d2:readByte(Ljava/lang/String;)B || 00e2:readShort(Ljava/lang/String;)S || 00f2:readShort(Ljava/lang/String;)S,0x7279,0x6279
0xe27a,-7558,LscriptPages/data/g;->E4(Ljava/lang/String;)V,0x288c40,,000c:readShort(Ljava/lang/String;)S || 002e:readShort(Ljava/lang/String;)S || 003e:readUTF(Ljava/lang/String;)Ljava/lang/String; || 0056:readShort(Ljava/lang/String;)S || 0062:readShort(Ljava/lang/String;)S || 0074:readLong(Ljava/lang/String;)J,0x727a,0x627a REQ_XUNBAO_INFO@scriptPages/data/g->J2
0xe27b,-7557,LscriptPages/data/g;->q4(Ljava/lang/String;)V,0x288068,,0018:readInt(Ljava/lang/String;)I || 0024:readUTF(Ljava/lang/String;)Ljava/lang/String; || 0030:readInt(Ljava/lang/String;)I || 0060:readLong(Ljava/lang/String;)J || 0080:readShort(Ljava/lang/String;)S || 0088:readInt(Ljava/lang/String;)I,0x727b,0x627b di_寻宝中@scriptPages/data/g->a5
0xe27c,-7556,LscriptPages/data/g;->w4(Ljava/lang/String;)V,0x28856c,,000c:readUTF(Ljava/lang/String;)Ljava/lang/String;,0x727c,0x627c di_联网数据载入中@scriptPages/data/g->a5
0xe27d,-7555,LscriptPages/data/g;->o4(Ljava/lang/String;)V,0x287f0c,,0018:readInt(Ljava/lang/String;)I || 001e:readUTF(Ljava/lang/String;)Ljava/lang/String;,0x727d,0x627d
0xe27e,-7554,LscriptPages/data/g;->i4(Ljava/lang/String;)V,0x287798,,0012:readLong(Ljava/lang/String;)J || 001e:readUTF(Ljava/lang/String;)Ljava/lang/String; || 002a:readLong(Ljava/lang/String;)J || 0046:readShort(Ljava/lang/String;)S || 004c:readUTF(Ljava/lang/String;)Ljava/lang/String; || 0058:readShort(Ljava/lang/String;)S || 0064:readLong(Ljava/lang/String;)J || 0070:readLong(Ljava/lang/String;)J || 007c:readUTF(Ljava/lang/String;)Ljava/lang/String; || 0088:readUTF(Ljava/lang/String;)Ljava/lang/String; || 0094:readInt(Ljava/lang/String;)I || 00a0:readUTF(Ljava/lang/String;)Ljava/lang/String; || 00ac:readUTF(Ljava/lang/String;)Ljava/lang/String;,0x727e,0x627e
0xe27f,-7553,LscriptPages/data/g;->s4(Ljava/lang/String;)V,0x288208,,0010:readShort(Ljava/lang/String;)S || 002c:readByte(Ljava/lang/String;)B || 005e:readByte(Ljava/lang/String;)B || 0074:readShort(Ljava/lang/String;)S || 008c:readShort(Ljava/lang/String;)S || 00a4:readInt(Ljava/lang/String;)I || 00b0:readInt(Ljava/lang/String;)I || 00bc:readInt(Ljava/lang/String;)I || 00c8:readShort(Ljava/lang/String;)S || 00d4:readShort(Ljava/lang/String;)S || 00e0:readByte(Ljava/lang/String;)B || 00ec:readShort(Ljava/lang/String;)S || 00f8:readShort(Ljava/lang/String;)S || 0104:readByte(Ljava/lang/String;)B || 011e:readByte(Ljava/lang/String;)B || 012c:readShort(Ljava/lang/String;)S,0x727f,0x627f di_联网数据载入中@scriptPages/data/g->b2
0xe280,-7552,LscriptPages/data/g;->r4(Ljava/lang/String;)V,0x288180,,000c:readInt(Ljava/lang/String;)I || 0012:readUTF(Ljava/lang/String;)Ljava/lang/String; || 001e:readLong(Ljava/lang/String;)J || 0026:readUTF(Ljava/lang/String;)Ljava/lang/String; || 0058:readLong(Ljava/lang/String;)J,0x7280,0x6280 REQ_GENERAL_EQUIP_LIANHUN@scriptPages/data/g->N4
0xe281,-7551,LscriptPages/data/g;->v4(Ljava/lang/String;)V,0x288598,,000c:readUTF(Ljava/lang/String;)Ljava/lang/String;,0x7281,0x6281 di_联网炼魂中@scriptPages/data/g->N4
0xe282,-7550,LscriptPages/game/n;->t2(Ljava/lang/String;)V,0x2ed674,,000c:readUTF(Ljava/lang/String;)Ljava/lang/String;,0x7282,0x6282 REQ_COUNTRY_LIVELIHOOD_INFO@scriptPages/game/n->y0
0xe284,-7548,LscriptPages/data/g;->F4(Ljava/lang/String;)V,0x288cd4,,000c:readByte(Ljava/lang/String;)B || 0012:readUTF(Ljava/lang/String;)Ljava/lang/String;,0x7284,0x6284 (unnamed)@scriptPages/data/g->T4; di_请求中@scriptPages/data/g->o5
0xe285,-7547,LscriptPages/gameHD/m;->A(Ljava/lang/String;)V,0x459938,,000c:readByte(Ljava/lang/String;)B || 0018:readUTF(Ljava/lang/String;)Ljava/lang/String; || 002c:readByte(Ljava/lang/String;)B || 005a:readByte(Ljava/lang/String;)B || 006a:readUTF(Ljava/lang/String;)Ljava/lang/String; || 007a:readByte(Ljava/lang/String;)B || 0094:readByte(Ljava/lang/String;)B || 00a0:readUTF(Ljava/lang/String;)Ljava/lang/String; || 00ac:readByte(Ljava/lang/String;)B,0x7285,0x6285 di_联网请求数据中@scriptPages/gameHD/m->K
0xe286,-7546,LscriptPages/gameHD/m;->z(Ljava/lang/String;)V,0x459908,,000c:readByte(Ljava/lang/String;)B || 0012:readUTF(Ljava/lang/String;)Ljava/lang/String;,0x7286,0x6286 reqAutoHitbanditSet@scriptPages/gameHD/m->K
0xe287,-7545,LscriptPages/game/i;->A(Ljava/lang/String;)V,0x2b4a74,,000c:readByte(Ljava/lang/String;)B || 0018:readUTF(Ljava/lang/String;)Ljava/lang/String; || 002c:readByte(Ljava/lang/String;)B || 0058:readByte(Ljava/lang/String;)B || 0068:readUTF(Ljava/lang/String;)Ljava/lang/String; || 0078:readByte(Ljava/lang/String;)B || 0094:readByte(Ljava/lang/String;)B || 00a0:readByte(Ljava/lang/String;)B || 00ac:readByte(Ljava/lang/String;)B || 00b8:readByte(Ljava/lang/String;)B,0x7287,0x6287 reqChatSet@scriptPages/game/i->w
0xe288,-7544,LscriptPages/data/g;->m4(Ljava/lang/String;)V,0x287d90,,000c:readByte(Ljava/lang/String;)B || 0018:readUTF(Ljava/lang/String;)Ljava/lang/String; || 002c:readByte(Ljava/lang/String;)B || 0032:readByte(Ljava/lang/String;)B || 003e:readByte(Ljava/lang/String;)B || 004a:readByte(Ljava/lang/String;)B || 0056:readShort(Ljava/lang/String;)S || 0062:readInt(Ljava/lang/String;)I || 006e:readInt(Ljava/lang/String;)I || 007a:readUTF(Ljava/lang/String;)Ljava/lang/String;,0x7288,0x6288
0xe289,-7543,LscriptPages/data/g;->u4(Ljava/lang/String;)V,0x2884f0,,000c:readByte(Ljava/lang/String;)B || 0018:readUTF(Ljava/lang/String;)Ljava/lang/String; || 002c:readByte(Ljava/lang/String;)B || 0038:readByte(Ljava/lang/String;)B || 0044:readUTF(Ljava/lang/String;)Ljava/lang/String; || 0050:readByte(Ljava/lang/String;)B || 005c:readByte(Ljava/lang/String;)B,0x7289,0x6289 reqMailSet@scriptPages/data/g->O3
0xe28a,-7542,LscriptPages/gameHD/m;->B(Ljava/lang/String;)V,0x459a08,,0000:readByte(Ljava/lang/String;)B || 0008:readUTF(Ljava/lang/String;)Ljava/lang/String; || 001a:readByte(Ljava/lang/String;)B || 003e:readByte(Ljava/lang/String;)B || 004a:readUTF(Ljava/lang/String;)Ljava/lang/String; || 0056:readShort(Ljava/lang/String;)S || 0062:readShort(Ljava/lang/String;)S || 006e:readShort(Ljava/lang/String;)S || 007a:readBoolean(Ljava/lang/String;)Z,0x728a,0x628a
0xe28b,-7541,,,,,0x728b,0x628b
0xe300,-7424,La0/a;->r(Ljava/lang/String;)V,0xd082c,,0014:readByte(Ljava/lang/String;)B || 0020:readUTF(Ljava/lang/String;)Ljava/lang/String; || 0034:readByte(Ljava/lang/String;)B || 0080:readByte(Ljava/lang/String;)B || 008e:readUTF(Ljava/lang/String;)Ljava/lang/String; || 0098:readByte(Ljava/lang/String;)B || 00aa:readByte(Ljava/lang/String;)B || 00bc:readLong(Ljava/lang/String;)J || 00cc:readByte(Ljava/lang/String;)B || 00d8:readInt(Ljava/lang/String;)I || 00e0:readInt(Ljava/lang/String;)I || 012e:readShort(Ljava/lang/String;)S,0x7300,0x6300 di_联网超时@a0/a->k
0xe301,-7423,La0/a;->v(Ljava/lang/String;)V,0xd1b84,,000c:readByte(Ljava/lang/String;)B || 0018:readUTF(Ljava/lang/String;)Ljava/lang/String; || 0040:readByte(Ljava/lang/String;)B || 0056:readLong(Ljava/lang/String;)J,0x7301,0x6301
0xe302,-7422,La0/a;->s(Ljava/lang/String;)V,0xd0978,,000c:readByte(Ljava/lang/String;)B || 0018:readUTF(Ljava/lang/String;)Ljava/lang/String; || 002c:readByte(Ljava/lang/String;)B || 0046:readByte(Ljava/lang/String;)B || 0054:readInt(Ljava/lang/String;)I || 0090:readShort(Ljava/lang/String;)S || 0132:readByte(Ljava/lang/String;)B,0x7302,0x6302
0xe303,-7421,La0/a;->w(Ljava/lang/String;)V,0xd1c1c,,000c:readByte(Ljava/lang/String;)B || 0018:readUTF(Ljava/lang/String;)Ljava/lang/String;,0x7303,0x6303
0xe304,-7420,La0/a;->u(Ljava/lang/String;)V,0xd1a20,,000c:readByte(Ljava/lang/String;)B || 0018:readUTF(Ljava/lang/String;)Ljava/lang/String; || 002c:readByte(Ljava/lang/String;)B || 0036:readByte(Ljava/lang/String;)B || 0040:readLong(Ljava/lang/String;)J || 004e:readInt(Ljava/lang/String;)I || 006e:readShort(Ljava/lang/String;)S || 0080:readByte(Ljava/lang/String;)B || 008c:readInt(Ljava/lang/String;)I || 00a2:readInt(Ljava/lang/String;)I || 00ae:readInt(Ljava/lang/String;)I || 00c4:readInt(Ljava/lang/String;)I,0x7304,0x6304 ReqOfficeListRefresh@a0/a->G
0xe305,-7419,La0/a;->x(Ljava/lang/String;)V,0xd1c70,,000c:readByte(Ljava/lang/String;)B || 0018:readUTF(Ljava/lang/String;)Ljava/lang/String; || 002c:readByte(Ljava/lang/String;)B || 003a:readLong(Ljava/lang/String;)J || 0094:readInt(Ljava/lang/String;)I || 00b0:readByte(Ljava/lang/String;)B || 00c2:readByte(Ljava/lang/String;)B || 00d8:readInt(Ljava/lang/String;)I || 00e4:readByte(Ljava/lang/String;)B || 00f0:readLong(Ljava/lang/String;)J || 0108:readByte(Ljava/lang/String;)B || 011a:readByte(Ljava/lang/String;)B,0x7305,0x6305
0xe306,-7418,La0/a;->y(Ljava/lang/String;)V,0xd1db8,,000c:readByte(Ljava/lang/String;)B || 0018:readUTF(Ljava/lang/String;)Ljava/lang/String;,0x7306,0x6306
0xe307,-7417,La0/a;->A(Ljava/lang/String;)V,0xd1e74,,000c:readByte(Ljava/lang/String;)B || 0018:readUTF(Ljava/lang/String;)Ljava/lang/String; || 002a:readLong(Ljava/lang/String;)J || 0030:readLong(Ljava/lang/String;)J || 0044:readByte(Ljava/lang/String;)B || 0062:readByte(Ljava/lang/String;)B || 0074:readByte(Ljava/lang/String;)B || 0088:readByte(Ljava/lang/String;)B || 009a:readInt(Ljava/lang/String;)I || 00b0:readInt(Ljava/lang/String;)I || 00bc:readInt(Ljava/lang/String;)I || 00d2:readInt(Ljava/lang/String;)I,0x7307,0x6307
0xe308,-7416,La0/a;->z(Ljava/lang/String;)V,0xd1dfc,,000c:readByte(Ljava/lang/String;)B || 0018:readUTF(Ljava/lang/String;)Ljava/lang/String; || 002c:readLong(Ljava/lang/String;)J || 0034:readUTF(Ljava/lang/String;)Ljava/lang/String;,0x7308,0x6308 officerRename@a0/a->t2
0xe311,-7407,La0/a;->t(Ljava/lang/String;)V,0xd0ad0,,0014:readByte(Ljava/lang/String;)B || 0020:readShort(Ljava/lang/String;)S || 0070:readShort(Ljava/lang/String;)S || 0078:readUTF(Ljava/lang/String;)Ljava/lang/String; || 0080:readByte(Ljava/lang/String;)B || 008a:readUTF(Ljava/lang/String;)Ljava/lang/String; || 0092:readByte(Ljava/lang/String;)B || 009c:readByte(Ljava/lang/String;)B || 00a6:readShort(Ljava/lang/String;)S || 00ec:readByte(Ljava/lang/String;)B || 010e:readShort(Ljava/lang/String;)S || 011a:readByte(Ljava/lang/String;)B || 013c:readInt(Ljava/lang/String;)I || 0154:readByte(Ljava/lang/String;)B || 0176:readShort(Ljava/lang/String;)S || 0182:readByte(Ljava/lang/String;)B || 01a4:readInt(Ljava/lang/String;)I || 01bc:readByte(Ljava/lang/String;)B || 01de:readShort(Ljava/lang/String;)S || 01ea:readByte(Ljava/lang/String;)B || 020c:readInt(Ljava/lang/String;)I || 0224:readByte(Ljava/lang/String;)B || 023e:readShort(Ljava/lang/String;)S || 0250:readByte(Ljava/lang/String;)B || 0334:readShort(Ljava/lang/String;)S || 03b6:readUTF(Ljava/lang/String;)Ljava/lang/String; || 03c6:readUTF(Ljava/lang/String;)Ljava/lang/String; || 03d6:readByte(Ljava/lang/String;)B || 03e8:readByte(Ljava/lang/String;)B || 0452:readByte(Ljava/lang/String;)B || 0468:readByte(Ljava/lang/String;)B || 047e:readByte(Ljava/lang/String;)B || 0494:readShort(Ljava/lang/String;)S || 04a8:readShort(Ljava/lang/String;)S || 04bc:readShort(Ljava/lang/String;)S || 04d0:readUTF(Ljava/lang/String;)Ljava/lang/String; || 04e6:readByte(Ljava/lang/String;)B || 0550:readByte(Ljava/lang/String;)B || 0566:readByte(Ljava/lang/String;)B || 057c:readByte(Ljava/lang/String;)B || 0592:readShort(Ljava/lang/String;)S || 05a6:readShort(Ljava/lang/String;)S || 05ba:readShort(Ljava/lang/String;)S || 05ce:readUTF(Ljava/lang/String;)Ljava/lang/String; || 05e4:readByte(Ljava/lang/String;)B || 065a:readByte(Ljava/lang/String;)B || 0670:readByte(Ljava/lang/String;)B || 0686:readByte(Ljava/lang/String;)B || 069c:readShort(Ljava/lang/String;)S || 06b0:readShort(Ljava/lang/String;)S || 06c4:readShort(Ljava/lang/String;)S || 06d8:readUTF(Ljava/lang/String;)Ljava/lang/String; || 06ee:readByte(Ljava/lang/String;)B || 0738:readByte(Ljava/lang/String;)B || 074a:readByte(Ljava/lang/String;)B || 075c:readByte(Ljava/lang/String;)B || 076e:readShort(Ljava/lang/String;)S || 077e:readShort(Ljava/lang/String;)S || 078e:readShort(Ljava/lang/String;)S || 079e:readUTF(Ljava/lang/String;)Ljava/lang/String; || 07b4:readByte(Ljava/lang/String;)B || 07fe:readByte(Ljava/lang/String;)B || 0810:readByte(Ljava/lang/String;)B || 0822:readByte(Ljava/lang/String;)B || 0834:readShort(Ljava/lang/String;)S || 0844:readShort(Ljava/lang/String;)S || 0854:readShort(Ljava/lang/String;)S || 0864:readUTF(Ljava/lang/String;)Ljava/lang/String; || 087a:readByte(Ljava/lang/String;)B || 08c4:readByte(Ljava/lang/String;)B || 08d6:readByte(Ljava/lang/String;)B || 08e8:readByte(Ljava/lang/String;)B || 08fa:readShort(Ljava/lang/String;)S || 090a:readShort(Ljava/lang/String;)S || 091a:readShort(Ljava/lang/String;)S || 092a:readUTF(Ljava/lang/String;)Ljava/lang/String; || 0944:readByte(Ljava/lang/String;)B || 0966:readByte(Ljava/lang/String;)B || 0978:readShort(Ljava/lang/String;)S || 098a:readByte(Ljava/lang/String;)B || 09ac:readByte(Ljava/lang/String;)B || 09be:readShort(Ljava/lang/String;)S || 09d0:readShort(Ljava/lang/String;)S || 0a4a:readShort(Ljava/lang/String;)S || 0a5e:readUTF(Ljava/lang/String;)Ljava/lang/String; || 0a6e:readInt(Ljava/lang/String;)I || 0a7e:readInt(Ljava/lang/String;)I || 0a8e:readInt(Ljava/lang/String;)I || 0a9a:readShort(Ljava/lang/String;)S || 0adc:readByte(Ljava/lang/String;)B || 0aee:readShort(Ljava/lang/String;)S || 0b58:readShort(Ljava/lang/String;)S || 0b68:readUTF(Ljava/lang/String;)Ljava/lang/String; || 0b78:readByte(Ljava/lang/String;)B || 0b88:readShort(Ljava/lang/String;)S || 0b98:readInt(Ljava/lang/String;)I || 0ba8:readByte(Ljava/lang/String;)B || 0bb8:readByte(Ljava/lang/String;)B || 0bc8:readShort(Ljava/lang/String;)S || 0bd8:readShort(Ljava/lang/String;)S || 0be4:readShort(Ljava/lang/String;)S || 0c0a:readShort(Ljava/lang/String;)S || 0c3c:readShort(Ljava/lang/String;)S || 0c4c:readUTF(Ljava/lang/String;)Ljava/lang/String; || 0c5c:readByte(Ljava/lang/String;)B || 0c70:readByte(Ljava/lang/String;)B || 0c92:readShort(Ljava/lang/String;)S || 0ca2:readUTF(Ljava/lang/String;)Ljava/lang/String; || 0cb4:readByte(Ljava/lang/String;)B || 0cd6:readByte(Ljava/lang/String;)B || 0ce8:readUTF(Ljava/lang/String;)Ljava/lang/String; || 0cfa:readByte(Ljava/lang/String;)B || 0d1c:readByte(Ljava/lang/String;)B || 0d2e:readUTF(Ljava/lang/String;)Ljava/lang/String; || 0d40:readByte(Ljava/lang/String;)B || 0d62:readByte(Ljava/lang/String;)B || 0d74:readUTF(Ljava/lang/String;)Ljava/lang/String; || 0d86:readByte(Ljava/lang/String;)B || 0da4:readByte(Ljava/lang/String;)B || 0dae:readByte(Ljava/lang/String;)B,0x7311,0x6311
0xe312,-7406,LscriptPages/data/g;->n4(Ljava/lang/String;)V,0x287e38,,000c:readInt(Ljava/lang/String;)I || 0018:readUTF(Ljava/lang/String;)Ljava/lang/String; || 0024:readByte(Ljava/lang/String;)B || 0030:readLong(Ljava/lang/String;)J || 003c:readLong(Ljava/lang/String;)J || 004e:readByte(Ljava/lang/String;)B || 0080:readLong(Ljava/lang/String;)J || 0090:readUTF(Ljava/lang/String;)Ljava/lang/String; || 00a0:readUTF(Ljava/lang/String;)Ljava/lang/String; || 00b0:readLong(Ljava/lang/String;)J,0x7312,0x6312
0xe313,-7405,LscriptPages/game/i;->C(Ljava/lang/String;)V,0x2b4bb0,,000c:readShort(Ljava/lang/String;)S || 0012:readUTF(Ljava/lang/String;)Ljava/lang/String;,0x7313,0x6313 联网请求...@scriptPages/game/i->F
0xe314,-7404,LscriptPages/game/i;->B(Ljava/lang/String;)V,0x2b4b4c,,000c:readByte(Ljava/lang/String;)B || 002e:readInt(Ljava/lang/String;)I || 003e:readUTF(Ljava/lang/String;)Ljava/lang/String;,0x7314,0x6314
0xe320,-7392,Lo/a;->w7(Ljava/lang/String;)V,0x2481f4,,0014:readByte(Ljava/lang/String;)B || 0020:readUTF(Ljava/lang/String;)Ljava/lang/String; || 003c:readByte(Ljava/lang/String;)B || 0048:readInt(Ljava/lang/String;)I || 0068:readInt(Ljava/lang/String;)I || 006e:readInt(Ljava/lang/String;)I || 007a:readByte(Ljava/lang/String;)B || 0086:readByte(Ljava/lang/String;)B || 0092:readByte(Ljava/lang/String;)B || 009e:readShort(Ljava/lang/String;)S || 00aa:readShort(Ljava/lang/String;)S || 00b6:readUTF(Ljava/lang/String;)Ljava/lang/String; || 00c2:readByte(Ljava/lang/String;)B || 014e:readByte(Ljava/lang/String;)B || 0190:readShort(Ljava/lang/String;)S || 01a8:readInt(Ljava/lang/String;)I || 01b8:readInt(Ljava/lang/String;)I || 01d8:readShort(Ljava/lang/String;)S || 01e0:readShort(Ljava/lang/String;)S || 0204:readByte(Ljava/lang/String;)B || 0212:readInt(Ljava/lang/String;)I || 0232:readInt(Ljava/lang/String;)I || 0252:readShort(Ljava/lang/String;)S || 025e:readInt(Ljava/lang/String;)I || 0282:readShort(Ljava/lang/String;)S || 0290:readInt(Ljava/lang/String;)I || 02b4:readByte(Ljava/lang/String;)B || 02d4:readShort(Ljava/lang/String;)S || 02e4:readShort(Ljava/lang/String;)S,0x7320,0x6320
0xe321,-7391,Lo/a;->D7(Ljava/lang/String;)V,0x248e8c,,000c:readByte(Ljava/lang/String;)B || 0018:readUTF(Ljava/lang/String;)Ljava/lang/String; || 002c:readInt(Ljava/lang/String;)I || 0038:readByte(Ljava/lang/String;)B || 0046:readShort(Ljava/lang/String;)S || 004e:readInt(Ljava/lang/String;)I,0x7321,0x6321
0xe322,-7390,Lo/a;->I7(Ljava/lang/String;)V,0x249584,,000c:readByte(Ljava/lang/String;)B || 0018:readUTF(Ljava/lang/String;)Ljava/lang/String; || 0066:readByte(Ljava/lang/String;)B || 0084:readLong(Ljava/lang/String;)J || 0090:readUTF(Ljava/lang/String;)Ljava/lang/String; || 009c:readByte(Ljava/lang/String;)B || 00a8:readByte(Ljava/lang/String;)B,0x7322,0x6322
0xe323,-7389,Lo/a;->F7(Ljava/lang/String;)V,0x248fdc,,000e:readByte(Ljava/lang/String;)B || 0016:readUTF(Ljava/lang/String;)Ljava/lang/String; || 0020:readLong(Ljava/lang/String;)J || 0028:readByte(Ljava/lang/String;)B || 0030:readByte(Ljava/lang/String;)B || 0038:readByte(Ljava/lang/String;)B || 0082:readByte(Ljava/lang/String;)B || 00d0:readShort(Ljava/lang/String;)S || 00e0:readInt(Ljava/lang/String;)I || 00ee:readInt(Ljava/lang/String;)I || 010e:readShort(Ljava/lang/String;)S || 0116:readShort(Ljava/lang/String;)S || 0134:readByte(Ljava/lang/String;)B || 0142:readInt(Ljava/lang/String;)I || 0148:readInt(Ljava/lang/String;)I || 014e:readShort(Ljava/lang/String;)S || 0154:readInt(Ljava/lang/String;)I || 015a:readShort(Ljava/lang/String;)S || 0160:readBoolean(Ljava/lang/String;)Z,0x7323,0x6323
0xe324,-7388,Lo/a;->B7(Ljava/lang/String;)V,0x248d68,,000c:readByte(Ljava/lang/String;)B || 0018:readUTF(Ljava/lang/String;)Ljava/lang/String; || 0032:readLong(Ljava/lang/String;)J || 003a:readInt(Ljava/lang/String;)I || 0046:readByte(Ljava/lang/String;)B,0x7324,0x6324 REQ_HUBU_PLANT_PICK@o/a->S6
0xe325,-7387,Lo/a;->y7(Ljava/lang/String;)V,0x248a48,,000c:readByte(Ljava/lang/String;)B || 0014:readUTF(Ljava/lang/String;)Ljava/lang/String; || 001e:readByte(Ljava/lang/String;)B || 0050:readLong(Ljava/lang/String;)J || 0068:readByte(Ljava/lang/String;)B || 0078:readUTF(Ljava/lang/String;)Ljava/lang/String; || 0088:readUTF(Ljava/lang/String;)Ljava/lang/String;,0x7325,0x6325
0xe326,-7386,Lo/a;->E7(Ljava/lang/String;)V,0x248f14,,000c:readByte(Ljava/lang/String;)B || 0018:readUTF(Ljava/lang/String;)Ljava/lang/String; || 002c:readInt(Ljava/lang/String;)I || 0038:readByte(Ljava/lang/String;)B || 0046:readShort(Ljava/lang/String;)S || 004e:readShort(Ljava/lang/String;)S,0x7326,0x6326
0xe327,-7385,Lo/a;->C7(Ljava/lang/String;)V,0x248de8,,0014:readByte(Ljava/lang/String;)B || 0020:readUTF(Ljava/lang/String;)Ljava/lang/String; || 0034:readLong(Ljava/lang/String;)J || 003c:readInt(Ljava/lang/String;)I || 0048:readByte(Ljava/lang/String;)B || 0062:readByte(Ljava/lang/String;)B,0x7327,0x6327
0xe328,-7384,Lo/a;->G7(Ljava/lang/String;)V,0x249394,,000c:readByte(Ljava/lang/String;)B || 0018:readUTF(Ljava/lang/String;)Ljava/lang/String; || 002c:readInt(Ljava/lang/String;)I || 0038:readByte(Ljava/lang/String;)B || 0046:readByte(Ljava/lang/String;)B || 005a:readShort(Ljava/lang/String;)S || 0062:readInt(Ljava/lang/String;)I,0x7328,0x6328 REQ_HUBU_PLANT_BAT@a0/a->j2
