item_id,name,type_label,package_kind,key_required,guaranteed_reward_text,reward_tokens,resolved_reward_item_refs,probability_categories,probability_text,mall_summary,dynamic_evidence,desc
705,80两银票,礼包/宝箱/资源包,礼包/箱候选,,80两白银,80两白银,,,,,,开启后可获取80两白银
706,90两银票,礼包/宝箱/资源包,礼包/箱候选,,90两白银,90两白银,,,,,,开启后可获取90两白银
707,尊·帝王,礼包/宝箱/资源包,礼包/箱候选,,名将--尊·帝王,名将--尊·帝王,尊·帝王:item_id=707,,,,,开启后可获得：名将--尊·帝王
708,尊·刘表,礼包/宝箱/资源包,礼包/箱候选,,名将--尊·刘表,名将--尊·刘表,尊·刘表:item_id=708,,,,,开启后可获得：名将--尊·刘表
711,君王称号宝箱,礼包/宝箱/资源包,固定装备/兵书箱,,打开可获得君王称号！,打开可获得君王称号！,,,,,,打开可获得君王称号！
712,尊·武帝,礼包/宝箱/资源包,礼包/箱候选,,名将--尊·武帝,名将--尊·武帝,尊·武帝:item_id=712,,,,,开启后可获得：名将--尊·武帝
713,尊·南华老仙,礼包/宝箱/资源包,礼包/箱候选,,名将--尊·南华老仙,名将--尊·南华老仙,尊·南华老仙:item_id=713,,,,,开启后可获得：名将--尊·南华老仙
715,太师称号宝箱,礼包/宝箱/资源包,固定装备/兵书箱,,打开可获得太师称号！,打开可获得太师称号！,,,,,,打开可获得太师称号！
716,策士称号宝箱,礼包/宝箱/资源包,固定装备/兵书箱,,打开可获得策士称号！,打开可获得策士称号！,,,,,,打开可获得策士称号！
717,虎贲称号宝箱,礼包/宝箱/资源包,固定装备/兵书箱,,打开可获得虎贲称号！,打开可获得虎贲称号！,,,,,,打开可获得虎贲称号！
718,飞骑称号宝箱,礼包/宝箱/资源包,固定装备/兵书箱,,打开可获得飞骑称号！,打开可获得飞骑称号！,,,,,,打开可获得飞骑称号！
719,明公称号宝箱,礼包/宝箱/资源包,固定装备/兵书箱,,打开可获得明公称号！,打开可获得明公称号！,,,,,,打开可获得明公称号！
723,尊·文帝,礼包/宝箱/资源包,礼包/箱候选,,名将--尊·文帝,名将--尊·文帝,尊·文帝:item_id=723,,,,,开启后可获得：名将--尊·文帝
724,阎行,礼包/宝箱/资源包,礼包/箱候选,,将领--阎行,将领--阎行,阎行:item_id=724,,,,,开启后可获得：将领--阎行
725,李进,礼包/宝箱/资源包,礼包/箱候选,,将领--李进,将领--李进,李进:item_id=725,,,,,开启后可获得：将领--李进
726,师纂,礼包/宝箱/资源包,礼包/箱候选,,将领--师纂,将领--师纂,师纂:item_id=726,,,,,开启后可获得：将领--师纂
727,诸葛尚,礼包/宝箱/资源包,礼包/箱候选,,将领--诸葛尚,将领--诸葛尚,诸葛尚:item_id=727,,,,,开启后可获得：将领--诸葛尚
736,谋略值礼包,礼包/宝箱/资源包,固定礼包,,100谋略值,100谋略值,,,,,,开启后可获得:100谋略值
737,强盾称号宝箱,礼包/宝箱/资源包,固定装备/兵书箱,,打开可获得强盾称号！,打开可获得强盾称号！,,,,,,打开可获得强盾称号！
738,迅影称号宝箱,礼包/宝箱/资源包,固定装备/兵书箱,,打开可获得迅影称号！,打开可获得迅影称号！,,,,,,打开可获得迅影称号！
739,糖果,礼包/宝箱/资源包,礼包/箱候选,,冰玉*1、仙芝*1、完整藏宝图*1、将印*1、初级行军符*1、玉石*10,冰玉*1 / 仙芝*1 / 完整藏宝图*1 / 将印*1 / 初级行军符*1 / 玉石*10,冰玉:item_id=119 / 仙芝:item_id=123 / 完整藏宝图:item_id=410 / 将印:item_id=709 / 初级行军符:item_id=76 / 玉石:item_id=399,,,,,开启后可获得：冰玉*1、仙芝*1、完整藏宝图*1、将印*1、初级行军符*1、玉石*10
740,粽子,礼包/宝箱/资源包,礼包/箱候选,,冰玉*1、仙芝*1、完整藏宝图*1、将印*1、初级行军符*1、玉石*10,冰玉*1 / 仙芝*1 / 完整藏宝图*1 / 将印*1 / 初级行军符*1 / 玉石*10,冰玉:item_id=119 / 仙芝:item_id=123 / 完整藏宝图:item_id=410 / 将印:item_id=709 / 初级行军符:item_id=76 / 玉石:item_id=399,,,,,开启后可获得：冰玉*1、仙芝*1、完整藏宝图*1、将印*1、初级行军符*1、玉石*10
741,西瓜,礼包/宝箱/资源包,礼包/箱候选,,冰玉*1、仙芝*1、完整藏宝图*1、将印*1、初级行军符*1、玉石*10,冰玉*1 / 仙芝*1 / 完整藏宝图*1 / 将印*1 / 初级行军符*1 / 玉石*10,冰玉:item_id=119 / 仙芝:item_id=123 / 完整藏宝图:item_id=410 / 将印:item_id=709 / 初级行军符:item_id=76 / 玉石:item_id=399,,,,,开启后可获得：冰玉*1、仙芝*1、完整藏宝图*1、将印*1、初级行军符*1、玉石*10
742,饺子,礼包/宝箱/资源包,礼包/箱候选,,冰玉*1、仙芝*1、完整藏宝图*1、将印*1、初级行军符*1、玉石*10,冰玉*1 / 仙芝*1 / 完整藏宝图*1 / 将印*1 / 初级行军符*1 / 玉石*10,冰玉:item_id=119 / 仙芝:item_id=123 / 完整藏宝图:item_id=410 / 将印:item_id=709 / 初级行军符:item_id=76 / 玉石:item_id=399,,,,,开启后可获得：冰玉*1、仙芝*1、完整藏宝图*1、将印*1、初级行军符*1、玉石*10
743,城池碎片礼包,礼包/宝箱/资源包,固定礼包,,1000个城池碎片,1000个城池碎片,,,,,,开启后可获得：1000个城池碎片
745,虎痴称号宝箱,礼包/宝箱/资源包,固定装备/兵书箱,,打开可获得虎痴称号！,打开可获得虎痴称号！,,,,,,打开可获得虎痴称号！
746,鬼才称号宝箱,礼包/宝箱/资源包,固定装备/兵书箱,,打开可获得鬼才称号！,打开可获得鬼才称号！,,,,,,打开可获得鬼才称号！
747,玄·女君,礼包/宝箱/资源包,礼包/箱候选,,名将--玄·女君,名将--玄·女君,玄·女君:item_id=747,,,,,开启后可获得：名将--玄·女君
748,玄·女帝,礼包/宝箱/资源包,礼包/箱候选,,名将--玄·女帝,名将--玄·女帝,玄·女帝:item_id=748,,,,,开启后可获得：名将--玄·女帝
749,玄·巧圣,礼包/宝箱/资源包,礼包/箱候选,,名将--玄·巧圣,名将--玄·巧圣,玄·巧圣:item_id=749,,,,,开启后可获得：名将--玄·巧圣
750,玄·君侯,礼包/宝箱/资源包,礼包/箱候选,,名将--玄·君侯,名将--玄·君侯,玄·君侯:item_id=750,,,,,开启后可获得：名将--玄·君侯
751,玄·武威,礼包/宝箱/资源包,礼包/箱候选,,名将--玄·武威,名将--玄·武威,玄·武威:item_id=751,,,,,开启后可获得：名将--玄·武威
753,夺旗宝箱,礼包/宝箱/资源包,随机概率宝箱,,参与夺旗有机会获得，打开宝箱可随机获得一种奖励,参与夺旗有机会获得 / 打开宝箱可随机获得一种奖励,,增益性道具=48.8% / 功能性道具=27.0% / 资产类道具=24.0% / 任务道具=0.2%,开启的道具概率如下：\n增益性道具	48.80%\n功能性道具	27.00%\n资产类道具	24.00%\n任务道具	0.20%,,,参与夺旗有机会获得，打开宝箱可随机获得一种奖励。#probability#开启的道具概率如下：\n增益性道具	48.80%\n功能性道具	27.00%\n资产类道具	24.00%\n任务道具	0.20%
754,老友称号宝箱,礼包/宝箱/资源包,固定装备/兵书箱,,打开可获得老友称号！该称号宝箱不支持转移至其他君主,打开可获得老友称号！该称号宝箱不支持转移至其他君主,,,,,,打开可获得老友称号！该称号宝箱不支持转移至其他君主。
755,仁帅称号宝箱,礼包/宝箱/资源包,固定装备/兵书箱,,打开可获得仁帅称号！,打开可获得仁帅称号！,,,,,,打开可获得仁帅称号！
756,雄主称号宝箱,礼包/宝箱/资源包,固定装备/兵书箱,,打开可获得雄主称号！,打开可获得雄主称号！,,,,,,打开可获得雄主称号！
